subdivision,date,value
Manufacture of other food products,2022-12,47976.4
Manufacture of other non-metallic mineral products,2022-12,21460.0
Manufacture of other transport equipment,2022-12,594.8
Manufacture of paper and paper products,2022-12,7594.9
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2022-12,4577.2
Manufacture of rubber and plastics products,2022-12,3169.1
Manufacture of textiles,2022-12,78758.3
Manufacture of tobacco products,2022-12,6500.5
Manufacture of wearing apparel,2022-12,22117.2
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2022-12,626.3
Manufacturing,2022-12,516789.9
Mining and quarrying,2022-12,2058383.0
Mining of coal and lignite,2022-12,1063453.7
Mining of metal ores,2022-12,829934.3
Mining support service activities,2022-12,34163.0
Other manufacturing,2022-12,33004.5
Other mining and quarrying,2022-12,19500.9
Printing and reproduction of recorded media,2022-12,7088.1
Processing and preserving of fruit and vegetables,2022-12,7617.2
Processing and preserving of meat,2022-12,63335.5
Remediation activities and other waste management services,2022-12,209.0
Total,2022-12,2782861.7
"Waste collection, treatment and disposal activities; materials recovery",2022-12,6193.4
"Water collection, treatment and supply",2022-12,12402.0
"Water supply; sewerage, waste management and remediation activities",2022-12,18804.4
"Electricity, gas, steam and air conditioning supply",2023-01,201282.1
"Electricity, gas, steam and air conditioning supply",2023-01,201282.1
Extraction of crude petroleum and natural gas,2023-01,115745.8
Manufacture of basic metals,2023-01,20213.2
Manufacture of beverages,2023-01,71279.8
Manufacture of chemicals and chemical products,2023-01,9196.9
Manufacture of coke and refined petroleum products,2023-01,29367.7
Manufacture of dairy products,2023-01,28459.9
"Manufacture of fabricated metal products, except machinery and equipment",2023-01,2609.3
Manufacture of food products,2023-01,194765.5
Manufacture of furniture,2023-01,1601.4
"Manufacture of grain mill products, starches and starch products",2023-01,40479.7
Manufacture of leather and related products,2023-01,4056.6
Manufacture of other food products,2023-01,39778.1
Manufacture of other non-metallic mineral products,2023-01,6740.6
Manufacture of other transport equipment,2023-01,537.9
Manufacture of paper and paper products,2023-01,7449.1
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2023-01,5484.6
Manufacture of rubber and plastics products,2023-01,7147.5
Manufacture of textiles,2023-01,17465.7
Manufacture of tobacco products,2023-01,5202.0
Manufacture of wearing apparel,2023-01,15131.9
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2023-01,714.2
Manufacturing,2023-01,431029.6
Mining and quarrying,2023-01,2280564.1
Mining of coal and lignite,2023-01,1243562.8
Mining of metal ores,2023-01,872743.7
Mining support service activities,2023-01,32305.1
Other manufacturing,2023-01,27104.0
Other mining and quarrying,2023-01,16206.7
Printing and reproduction of recorded media,2023-01,4961.6
Processing and preserving of fruit and vegetables,2023-01,4812.8
Processing and preserving of meat,2023-01,81235.1
Remediation activities and other waste management services,2023-01,181.1
Total,2023-01,2931287.9
"Waste collection, treatment and disposal activities; materials recovery",2023-01,6013.7
"Water collection, treatment and supply",2023-01,12217.3
"Water supply; sewerage, waste management and remediation activities",2023-01,18412.1
"Electricity, gas, steam and air conditioning supply",2023-02,180505.7
"Electricity, gas, steam and air conditioning supply",2023-02,180505.7
Extraction of crude petroleum and natural gas,2023-02,101371.5
Manufacture of basic metals,2023-02,18647.7
Manufacture of beverages,2023-02,74300.6
Manufacture of chemicals and chemical products,2023-02,12439.2
Manufacture of coke and refined petroleum products,2023-02,19312.1
Manufacture of dairy products,2023-02,32607.7
"Manufacture of fabricated metal products, except machinery and equipment",2023-02,2591.6
Manufacture of food products,2023-02,173713.3
Manufacture of furniture,2023-02,1467.2
"Manufacture of grain mill products, starches and starch products",2023-02,17732.0
Manufacture of leather and related products,2023-02,3197.9
Manufacture of other food products,2023-02,36080.0
Manufacture of other non-metallic mineral products,2023-02,7131.3
Manufacture of other transport equipment,2023-02,503.5
Manufacture of paper and paper products,2023-02,5887.0
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2023-02,5327.1
Manufacture of rubber and plastics products,2023-02,8263.3
Manufacture of textiles,2023-02,20924.8
Manufacture of tobacco products,2023-02,3619.4
Manufacture of wearing apparel,2023-02,14794.7
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2023-02,503.3
Manufacturing,2023-02,403555.5
Mining and quarrying,2023-02,2053581.9
Mining of coal and lignite,2023-02,1000556.0
Mining of metal ores,2023-02,903381.0
Mining support service activities,2023-02,37263.0
Other manufacturing,2023-02,27400.6
Other mining and quarrying,2023-02,11010.4
Printing and reproduction of recorded media,2023-02,3530.9
Processing and preserving of fruit and vegetables,2023-02,3006.0
Processing and preserving of meat,2023-02,84287.7
Remediation activities and other waste management services,2023-02,180.1
Total,2023-02,2655804.2
"Waste collection, treatment and disposal activities; materials recovery",2023-02,5650.7
"Water collection, treatment and supply",2023-02,12330.2
"Water supply; sewerage, waste management and remediation activities",2023-02,18161.0
"Electricity, gas, steam and air conditioning supply",2023-03,158555.0
"Electricity, gas, steam and air conditioning supply",2023-03,158555.0
Extraction of crude petroleum and natural gas,2023-03,105076.3
Manufacture of basic metals,2023-03,21518.3
Manufacture of beverages,2023-03,86778.9
Manufacture of chemicals and chemical products,2023-03,14491.7
Manufacture of coke and refined petroleum products,2023-03,19657.7
Manufacture of dairy products,2023-03,32574.0
"Manufacture of fabricated metal products, except machinery and equipment",2023-03,3596.2
Manufacture of food products,2023-03,182373.7
Manufacture of furniture,2023-03,768.1
"Manufacture of grain mill products, starches and starch products",2023-03,31680.9
Manufacture of leather and related products,2023-03,5250.2
Manufacture of other food products,2023-03,36705.2
Manufacture of other non-metallic mineral products,2023-03,17737.1
Manufacture of other transport equipment,2023-03,456.9
Manufacture of paper and paper products,2023-03,8160.4
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2023-03,5911.3
Manufacture of rubber and plastics products,2023-03,12409.4
Manufacture of textiles,2023-03,17878.7
Manufacture of tobacco products,2023-03,5537.9
Manufacture of wearing apparel,2023-03,17968.3
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2023-03,845.3
Manufacturing,2023-03,456952.2
Mining and quarrying,2023-03,2450987.4
Mining of coal and lignite,2023-03,1258775.1
Mining of metal ores,2023-03,1029101.0
Mining support service activities,2023-03,40654.3
Other manufacturing,2023-03,31471.8
Other mining and quarrying,2023-03,17380.8
Printing and reproduction of recorded media,2023-03,4140.2
Processing and preserving of fruit and vegetables,2023-03,3698.1
Processing and preserving of meat,2023-03,77715.5
Remediation activities and other waste management services,2023-03,187.6
Total,2023-03,3085048.0
"Waste collection, treatment and disposal activities; materials recovery",2023-03,6211.0
"Water collection, treatment and supply",2023-03,12154.8
"Water supply; sewerage, waste management and remediation activities",2023-03,18553.4
"Electricity, gas, steam and air conditioning supply",2023-04,180318.5
"Electricity, gas, steam and air conditioning supply",2023-04,180318.5
Extraction of crude petroleum and natural gas,2023-04,109084.3
Manufacture of basic metals,2023-04,20735.7
Manufacture of beverages,2023-04,76123.4
Manufacture of chemicals and chemical products,2023-04,16554.2
Manufacture of coke and refined petroleum products,2023-04,13715.5
Manufacture of dairy products,2023-04,37521.1
"Manufacture of fabricated metal products, except machinery and equipment",2023-04,3852.2
Manufacture of food products,2023-04,167964.9
Manufacture of furniture,2023-04,1440.2
"Manufacture of grain mill products, starches and starch products",2023-04,27356.1
Manufacture of leather and related products,2023-04,4801.9
Manufacture of other food products,2023-04,41050.9
Manufacture of other non-metallic mineral products,2023-04,45463.8
Manufacture of other transport equipment,2023-04,662.1
Manufacture of paper and paper products,2023-04,6251.0
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2023-04,5844.0
Manufacture of rubber and plastics products,2023-04,9586.5
Manufacture of textiles,2023-04,24260.6
Manufacture of tobacco products,2023-04,3928.8
Manufacture of wearing apparel,2023-04,22087.8
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2023-04,1350.7
Manufacturing,2023-04,437307.8
Mining and quarrying,2023-04,2433935.0
Mining of coal and lignite,2023-04,1349278.2
Mining of metal ores,2023-04,909474.5
Mining support service activities,2023-04,45573.3
Other manufacturing,2023-04,8588.4
Other mining and quarrying,2023-04,20524.7
Printing and reproduction of recorded media,2023-04,4096.1
Processing and preserving of fruit and vegetables,2023-04,3231.0
Processing and preserving of meat,2023-04,58805.9
Remediation activities and other waste management services,2023-04,216.1
Total,2023-04,3070490.9
"Waste collection, treatment and disposal activities; materials recovery",2023-04,5575.7
"Water collection, treatment and supply",2023-04,13137.8
"Water supply; sewerage, waste management and remediation activities",2023-04,18929.7
"Electricity, gas, steam and air conditioning supply",2023-05,136898.0
"Electricity, gas, steam and air conditioning supply",2023-05,136898.0
Extraction of crude petroleum and natural gas,2023-05,103927.6
Manufacture of basic metals,2023-05,23468.6
Manufacture of beverages,2023-05,84300.3
Manufacture of chemicals and chemical products,2023-05,20665.3
Manufacture of coke and refined petroleum products,2023-05,17127.1
Manufacture of dairy products,2023-05,41795.1
"Manufacture of fabricated metal products, except machinery and equipment",2023-05,3965.8
Manufacture of food products,2023-05,180127.1
Manufacture of furniture,2023-05,1375.6
"Manufacture of grain mill products, starches and starch products",2023-05,30851.8
Manufacture of leather and related products,2023-05,5077.5
Manufacture of other food products,2023-05,50245.8
Manufacture of other non-metallic mineral products,2023-05,72244.4
Manufacture of other transport equipment,2023-05,653.3
Manufacture of paper and paper products,2023-05,7219.2
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2023-05,7527.0
Manufacture of rubber and plastics products,2023-05,9711.2
Manufacture of textiles,2023-05,112156.9
