Indicators,Region,Annual,value
 Maternity hospital, Khuvsgul,2024,0.0
 Maternity hospital, Khuvsgul,2023,0.0
 Maternity hospital, Khuvsgul,2022,0.0
 Maternity hospital, Khuvsgul,2021,0.0
 Maternity hospital, Khuvsgul,2020,0.0
 Maternity hospital, Khuvsgul,2019,0.0
 Maternity hospital, Khuvsgul,2018,0.0
 Maternity hospital, Khuvsgul,2017,0.0
 Maternity hospital, Khuvsgul,2016,0.0
 Maternity hospital, Khuvsgul,2015,0.0
 Maternity hospital, Central region,2024,0.0
 Maternity hospital, Central region,2023,0.0
 Maternity hospital, Central region,2022,0.0
 Maternity hospital, Central region,2021,0.0
 Maternity hospital, Central region,2020,0.0
 Maternity hospital, Central region,2019,0.0
 Maternity hospital, Central region,2018,0.0
 Maternity hospital, Central region,2017,0.0
 Maternity hospital, Central region,2016,0.0
 Maternity hospital, Central region,2015,0.0
 Maternity hospital, Govisumber,2024,0.0
 Maternity hospital, Govisumber,2023,0.0
 Maternity hospital, Govisumber,2022,0.0
 Maternity hospital, Govisumber,2021,0.0
 Maternity hospital, Govisumber,2020,0.0
 Maternity hospital, Govisumber,2019,0.0
 Maternity hospital, Govisumber,2018,0.0
 Maternity hospital, Govisumber,2017,0.0
 Maternity hospital, Govisumber,2016,0.0
 Maternity hospital, Govisumber,2015,0.0
 Maternity hospital, Darkhan-Uul,2024,0.0
 Maternity hospital, Darkhan-Uul,2023,0.0
 Maternity hospital, Darkhan-Uul,2022,0.0
 Maternity hospital, Darkhan-Uul,2021,0.0
 Maternity hospital, Darkhan-Uul,2020,0.0
 Maternity hospital, Darkhan-Uul,2019,0.0
 Maternity hospital, Darkhan-Uul,2018,0.0
 Maternity hospital, Darkhan-Uul,2017,0.0
 Maternity hospital, Darkhan-Uul,2016,0.0
 Maternity hospital, Darkhan-Uul,2015,0.0
 Maternity hospital, Dornogovi,2024,0.0
 Maternity hospital, Dornogovi,2023,0.0
 Maternity hospital, Dornogovi,2022,0.0
 Maternity hospital, Dornogovi,2021,0.0
 Maternity hospital, Dornogovi,2020,0.0
 Maternity hospital, Dornogovi,2019,0.0
 Maternity hospital, Dornogovi,2018,0.0
 Maternity hospital, Dornogovi,2017,0.0
 Maternity hospital, Dornogovi,2016,0.0
 Maternity hospital, Dornogovi,2015,0.0
 Maternity hospital, Dundgovi,2024,0.0
 Maternity hospital, Dundgovi,2023,0.0
 Maternity hospital, Dundgovi,2022,0.0
 Maternity hospital, Dundgovi,2021,0.0
 Maternity hospital, Dundgovi,2020,0.0
 Maternity hospital, Dundgovi,2019,0.0
 Maternity hospital, Dundgovi,2018,0.0
 Maternity hospital, Dundgovi,2017,0.0
 Maternity hospital, Dundgovi,2016,0.0
 Maternity hospital, Dundgovi,2015,0.0
 Maternity hospital, Umnugovi,2024,0.0
 Maternity hospital, Umnugovi,2023,0.0
 Maternity hospital, Umnugovi,2022,0.0
 Maternity hospital, Umnugovi,2021,0.0
 Maternity hospital, Umnugovi,2020,0.0
 Maternity hospital, Umnugovi,2019,0.0
 Maternity hospital, Umnugovi,2018,0.0
 Maternity hospital, Umnugovi,2017,0.0
 Maternity hospital, Umnugovi,2016,0.0
 Maternity hospital, Umnugovi,2015,0.0
 Maternity hospital, Selenge,2024,0.0
 Maternity hospital, Selenge,2023,0.0
 Maternity hospital, Selenge,2022,0.0
 Maternity hospital, Selenge,2021,0.0
 Maternity hospital, Selenge,2020,0.0
 Maternity hospital, Selenge,2019,0.0
 Maternity hospital, Selenge,2018,0.0
 Maternity hospital, Selenge,2017,0.0
 Maternity hospital, Selenge,2016,0.0
 Maternity hospital, Selenge,2015,0.0
 Maternity hospital, Tuv,2024,0.0
 Maternity hospital, Tuv,2023,0.0
 Maternity hospital, Tuv,2022,0.0
 Maternity hospital, Tuv,2021,0.0
 Maternity hospital, Tuv,2020,0.0
 Maternity hospital, Tuv,2019,0.0
 Maternity hospital, Tuv,2018,0.0
 Maternity hospital, Tuv,2017,0.0
 Maternity hospital, Tuv,2016,0.0
 Maternity hospital, Tuv,2015,0.0
 Maternity hospital, Eastern region,2024,0.0
 Maternity hospital, Eastern region,2023,0.0
 Maternity hospital, Eastern region,2022,0.0
 Maternity hospital, Eastern region,2021,0.0
 Maternity hospital, Eastern region,2020,0.0
 Maternity hospital, Eastern region,2019,0.0
 Maternity hospital, Eastern region,2018,0.0
 Maternity hospital, Eastern region,2017,0.0
 Maternity hospital, Eastern region,2016,0.0
 Maternity hospital, Eastern region,2015,0.0
 Maternity hospital, Dornod,2024,0.0
 Maternity hospital, Dornod,2023,0.0
 Maternity hospital, Dornod,2022,0.0
 Maternity hospital, Dornod,2021,0.0
 Maternity hospital, Dornod,2020,0.0
 Maternity hospital, Dornod,2019,0.0
 Maternity hospital, Dornod,2018,0.0
 Maternity hospital, Dornod,2017,0.0
 Maternity hospital, Dornod,2016,0.0
 Maternity hospital, Dornod,2015,0.0
 Maternity hospital, Sukhbaatar,2024,0.0
 Maternity hospital, Sukhbaatar,2023,0.0
 Maternity hospital, Sukhbaatar,2022,0.0
 Maternity hospital, Sukhbaatar,2021,0.0
 Maternity hospital, Sukhbaatar,2020,0.0
 Maternity hospital, Sukhbaatar,2019,0.0
 Maternity hospital, Sukhbaatar,2018,0.0
 Maternity hospital, Sukhbaatar,2017,0.0
 Maternity hospital, Sukhbaatar,2016,0.0
 Maternity hospital, Sukhbaatar,2015,0.0
 Maternity hospital, Khentii,2024,0.0
 Maternity hospital, Khentii,2023,0.0
 Maternity hospital, Khentii,2022,0.0
 Maternity hospital, Khentii,2021,0.0
 Maternity hospital, Khentii,2020,0.0
 Maternity hospital, Khentii,2019,0.0
 Maternity hospital, Khentii,2018,0.0
 Maternity hospital, Khentii,2017,0.0
 Maternity hospital, Khentii,2016,0.0
 Maternity hospital, Khentii,2015,0.0
 Maternity hospital, Ulaanbaatar,2024,3.0
 Maternity hospital, Ulaanbaatar,2023,3.0
 Maternity hospital, Ulaanbaatar,2022,3.0
 Maternity hospital, Ulaanbaatar,2021,3.0
 Maternity hospital, Ulaanbaatar,2020,3.0
 Maternity hospital, Ulaanbaatar,2019,3.0
 Maternity hospital, Ulaanbaatar,2018,3.0
 Maternity hospital, Ulaanbaatar,2017,3.0
 Maternity hospital, Ulaanbaatar,2016,3.0
 Maternity hospital, Ulaanbaatar,2015,3.0
 Maternity hospital,   Ulaanbaatar,2024,
 Maternity hospital,   Ulaanbaatar,2023,
 Maternity hospital,   Ulaanbaatar,2022,
 Maternity hospital,   Ulaanbaatar,2021,
 Maternity hospital,   Ulaanbaatar,2020,
 Maternity hospital,   Ulaanbaatar,2019,
 Maternity hospital,   Ulaanbaatar,2018,
 Maternity hospital,   Ulaanbaatar,2017,
 Maternity hospital,   Ulaanbaatar,2016,
 Maternity hospital,   Ulaanbaatar,2015,
 Private hospital,Total,2024,229.0
 Private hospital,Total,2023,216.0
 Private hospital,Total,2022,215.0
 Private hospital,Total,2021,239.0
 Private hospital,Total,2020,241.0
 Private hospital,Total,2019,237.0
 Private hospital,Total,2018,243.0
 Private hospital,Total,2017,240.0
 Private hospital,Total,2016,234.0
 Private hospital,Total,2015,224.0
 Private hospital, Western region,2024,20.0
 Private hospital, Western region,2023,21.0
 Private hospital, Western region,2022,19.0
 Private hospital, Western region,2021,20.0
 Private hospital, Western region,2020,20.0
 Private hospital, Western region,2019,20.0
 Private hospital, Western region,2018,21.0
 Private hospital, Western region,2017,20.0
 Private hospital, Western region,2016,22.0
 Private hospital, Western region,2015,21.0
 Private hospital, Bayan-Ulgii,2024,5.0
 Private hospital, Bayan-Ulgii,2023,7.0
 Private hospital, Bayan-Ulgii,2022,5.0
 Private hospital, Bayan-Ulgii,2021,5.0
 Private hospital, Bayan-Ulgii,2020,5.0
 Private hospital, Bayan-Ulgii,2019,5.0
 Private hospital, Bayan-Ulgii,2018,5.0
 Private hospital, Bayan-Ulgii,2017,5.0
 Private hospital, Bayan-Ulgii,2016,5.0
 Private hospital, Bayan-Ulgii,2015,5.0
 Private hospital, Govi-Altai,2024,3.0
 Private hospital, Govi-Altai,2023,3.0
 Private hospital, Govi-Altai,2022,3.0
 Private hospital, Govi-Altai,2021,3.0
 Private hospital, Govi-Altai,2020,3.0
 Private hospital, Govi-Altai,2019,3.0
 Private hospital, Govi-Altai,2018,3.0
 Private hospital, Govi-Altai,2017,3.0
 Private hospital, Govi-Altai,2016,3.0
 Private hospital, Govi-Altai,2015,3.0
 Private hospital, Zavkhan,2024,1.0
 Private hospital, Zavkhan,2023,1.0
 Private hospital, Zavkhan,2022,1.0
 Private hospital, Zavkhan,2021,2.0
 Private hospital, Zavkhan,2020,2.0
 Private hospital, Zavkhan,2019,2.0
 Private hospital, Zavkhan,2018,3.0
 Private hospital, Zavkhan,2017,3.0
 Private hospital, Zavkhan,2016,3.0
 Private hospital, Zavkhan,2015,4.0
 Private hospital, Uvs,2024,4.0
 Private hospital, Uvs,2023,4.0
 Private hospital, Uvs,2022,4.0
 Private hospital, Uvs,2021,4.0
 Private hospital, Uvs,2020,4.0
 Private hospital, Uvs,2019,4.0
 Private hospital, Uvs,2018,3.0
 Private hospital, Uvs,2017,3.0
 Private hospital, Uvs,2016,4.0
 Private hospital, Uvs,2015,4.0
 Private hospital, Khovd,2024,6.0
 Private hospital, Khovd,2023,6.0
 Private hospital, Khovd,2022,6.0
 Private hospital, Khovd,2021,6.0
 Private hospital, Khovd,2020,6.0
 Private hospital, Khovd,2019,6.0
 Private hospital, Khovd,2018,7.0
 Private hospital, Khovd,2017,6.0
 Private hospital, Khovd,2016,7.0
 Private hospital, Khovd,2015,5.0
 Private hospital, Khangai region,2024,45.0
 Private hospital, Khangai region,2023,45.0
 Private hospital, Khangai region,2022,45.0
 Private hospital, Khangai region,2021,47.0
 Private hospital, Khangai region,2020,48.0
 Private hospital, Khangai region,2019,49.0
 Private hospital, Khangai region,2018,46.0
 Private hospital, Khangai region,2017,47.0
 Private hospital, Khangai region,2016,47.0
 Private hospital, Khangai region,2015,45.0
 Private hospital, Arkhangai,2024,5.0
 Private hospital, Arkhangai,2023,5.0
 Private hospital, Arkhangai,2022,6.0
 Private hospital, Arkhangai,2021,6.0
 Private hospital, Arkhangai,2020,6.0
 Private hospital, Arkhangai,2019,7.0
 Private hospital, Arkhangai,2018,7.0
 Private hospital, Arkhangai,2017,7.0
 Private hospital, Arkhangai,2016,7.0
 Private hospital, Arkhangai,2015,6.0
 Private hospital, Bayankhongor,2024,8.0
 Private hospital, Bayankhongor,2023,8.0
 Private hospital, Bayankhongor,2022,8.0
 Private hospital, Bayankhongor,2021,8.0
 Private hospital, Bayankhongor,2020,8.0
 Private hospital, Bayankhongor,2019,7.0
 Private hospital, Bayankhongor,2018,7.0
 Private hospital, Bayankhongor,2017,7.0
 Private hospital, Bayankhongor,2016,7.0
 Private hospital, Bayankhongor,2015,7.0
 Private hospital, Bulgan,2024,0.0
 Private hospital, Bulgan,2023,0.0
 Private hospital, Bulgan,2022,1.0
 Private hospital, Bulgan,2021,2.0
 Private hospital, Bulgan,2020,4.0
 Private hospital, Bulgan,2019,4.0
 Private hospital, Bulgan,2018,4.0
 Private hospital, Bulgan,2017,4.0
 Private hospital, Bulgan,2016,4.0
 Private hospital, Bulgan,2015,4.0
 Private hospital, Orkhon,2024,12.0
 Private hospital, Orkhon,2023,12.0
 Private hospital, Orkhon,2022,12.0
 Private hospital, Orkhon,2021,13.0
 Private hospital, Orkhon,2020,13.0
 Private hospital, Orkhon,2019,14.0
 Private hospital, Orkhon,2018,12.0
 Private hospital, Orkhon,2017,12.0
 Private hospital, Orkhon,2016,12.0
 Private hospital, Orkhon,2015,11.0
 Private hospital, Uvurkhangai,2024,7.0
 Private hospital, Uvurkhangai,2023,8.0
 Private hospital, Uvurkhangai,2022,7.0
 Private hospital, Uvurkhangai,2021,6.0
 Private hospital, Uvurkhangai,2020,6.0
 Private hospital, Uvurkhangai,2019,6.0
 Private hospital, Uvurkhangai,2018,5.0
 Private hospital, Uvurkhangai,2017,6.0
 Private hospital, Uvurkhangai,2016,6.0
 Private hospital, Uvurkhangai,2015,6.0
 Private hospital, Khuvsgul,2024,12.0
 Private hospital, Khuvsgul,2023,12.0
 Private hospital, Khuvsgul,2022,11.0
 Private hospital, Khuvsgul,2021,12.0
 Private hospital, Khuvsgul,2020,11.0
 Private hospital, Khuvsgul,2019,11.0
 Private hospital, Khuvsgul,2018,11.0
 Private hospital, Khuvsgul,2017,11.0
 Private hospital, Khuvsgul,2016,11.0
 Private hospital, Khuvsgul,2015,11.0
 Private hospital, Central region,2024,32.0
 Private hospital, Central region,2023,29.0
 Private hospital, Central region,2022,32.0
 Private hospital, Central region,2021,33.0
 Private hospital, Central region,2020,34.0
 Private hospital, Central region,2019,33.0
 Private hospital, Central region,2018,32.0
 Private hospital, Central region,2017,32.0
 Private hospital, Central region,2016,32.0
 Private hospital, Central region,2015,32.0
 Private hospital, Govisumber,2024,1.0
 Private hospital, Govisumber,2023,1.0
 Private hospital, Govisumber,2022,1.0
 Private hospital, Govisumber,2021,1.0
 Private hospital, Govisumber,2020,1.0
 Private hospital, Govisumber,2019,0.0
 Private hospital, Govisumber,2018,0.0
 Private hospital, Govisumber,2017,0.0
 Private hospital, Govisumber,2016,0.0
 Private hospital, Govisumber,2015,0.0
 Private hospital, Darkhan-Uul,2024,12.0
 Private hospital, Darkhan-Uul,2023,11.0
 Private hospital, Darkhan-Uul,2022,13.0
 Private hospital, Darkhan-Uul,2021,13.0
 Private hospital, Darkhan-Uul,2020,12.0
 Private hospital, Darkhan-Uul,2019,12.0
 Private hospital, Darkhan-Uul,2018,12.0
 Private hospital, Darkhan-Uul,2017,12.0
 Private hospital, Darkhan-Uul,2016,12.0
 Private hospital, Darkhan-Uul,2015,13.0
 Private hospital, Dornogovi,2024,4.0
 Private hospital, Dornogovi,2023,4.0
 Private hospital, Dornogovi,2022,4.0
 Private hospital, Dornogovi,2021,4.0
 Private hospital, Dornogovi,2020,5.0
 Private hospital, Dornogovi,2019,5.0
 Private hospital, Dornogovi,2018,5.0
 Private hospital, Dornogovi,2017,5.0
 Private hospital, Dornogovi,2016,4.0
 Private hospital, Dornogovi,2015,3.0
 Private hospital, Dundgovi,2024,1.0
 Private hospital, Dundgovi,2023,1.0
 Private hospital, Dundgovi,2022,2.0
 Private hospital, Dundgovi,2021,2.0
 Private hospital, Dundgovi,2020,2.0
 Private hospital, Dundgovi,2019,2.0
 Private hospital, Dundgovi,2018,2.0
 Private hospital, Dundgovi,2017,2.0
 Private hospital, Dundgovi,2016,2.0
 Private hospital, Dundgovi,2015,2.0
 Private hospital, Umnugovi,2024,6.0
 Private hospital, Umnugovi,2023,5.0
 Private hospital, Umnugovi,2022,5.0
 Private hospital, Umnugovi,2021,6.0
 Private hospital, Umnugovi,2020,6.0
 Private hospital, Umnugovi,2019,6.0
 Private hospital, Umnugovi,2018,6.0
 Private hospital, Umnugovi,2017,6.0
 Private hospital, Umnugovi,2016,6.0
 Private hospital, Umnugovi,2015,6.0
 Private hospital, Selenge,2024,6.0
 Private hospital, Selenge,2023,5.0
 Private hospital, Selenge,2022,6.0
 Private hospital, Selenge,2021,6.0
 Private hospital, Selenge,2020,7.0
 Private hospital, Selenge,2019,7.0
 Private hospital, Selenge,2018,6.0
 Private hospital, Selenge,2017,6.0
 Private hospital, Selenge,2016,6.0
 Private hospital, Selenge,2015,6.0
 Private hospital, Tuv,2024,2.0
 Private hospital, Tuv,2023,2.0
 Private hospital, Tuv,2022,1.0
 Private hospital, Tuv,2021,1.0
 Private hospital, Tuv,2020,1.0
 Private hospital, Tuv,2019,1.0
 Private hospital, Tuv,2018,1.0
 Private hospital, Tuv,2017,1.0
 Private hospital, Tuv,2016,2.0
 Private hospital, Tuv,2015,2.0
 Private hospital, Eastern region,2024,7.0
 Private hospital, Eastern region,2023,7.0
 Private hospital, Eastern region,2022,7.0
 Private hospital, Eastern region,2021,7.0
 Private hospital, Eastern region,2020,7.0
 Private hospital, Eastern region,2019,7.0
 Private hospital, Eastern region,2018,7.0
 Private hospital, Eastern region,2017,7.0
 Private hospital, Eastern region,2016,9.0
 Private hospital, Eastern region,2015,7.0
 Private hospital, Dornod,2024,4.0
 Private hospital, Dornod,2023,4.0
 Private hospital, Dornod,2022,4.0
 Private hospital, Dornod,2021,4.0
 Private hospital, Dornod,2020,4.0
 Private hospital, Dornod,2019,4.0
 Private hospital, Dornod,2018,4.0
 Private hospital, Dornod,2017,4.0
 Private hospital, Dornod,2016,4.0
 Private hospital, Dornod,2015,2.0
 Private hospital, Sukhbaatar,2024,3.0
 Private hospital, Sukhbaatar,2023,3.0
 Private hospital, Sukhbaatar,2022,3.0
 Private hospital, Sukhbaatar,2021,3.0
 Private hospital, Sukhbaatar,2020,3.0
 Private hospital, Sukhbaatar,2019,3.0
 Private hospital, Sukhbaatar,2018,3.0
 Private hospital, Sukhbaatar,2017,3.0
 Private hospital, Sukhbaatar,2016,3.0
 Private hospital, Sukhbaatar,2015,3.0
 Private hospital, Khentii,2024,0.0
 Private hospital, Khentii,2023,0.0
 Private hospital, Khentii,2022,0.0
 Private hospital, Khentii,2021,0.0
 Private hospital, Khentii,2020,0.0
 Private hospital, Khentii,2019,0.0
 Private hospital, Khentii,2018,0.0
 Private hospital, Khentii,2017,0.0
